date,store_id,sku_id,units_sold,revenue,unit_price,promotion
2025-01-25,ST06,SKU00304,12,4538.95,377.93,1
2025-01-25,ST06,SKU00305,15,7396.65,493.11,0
2025-01-25,ST07,SKU00306,20,6017.2,300.86,0
2025-01-25,ST07,SKU00307,25,5245.5,209.82,0
2025-01-25,ST08,SKU00308,8,2730.8,341.35,0
2025-01-25,ST08,SKU00309,30,47390.75,1579.63,0
2025-01-25,ST09,SKU00310,12,930.24,77.52,0
2025-01-25,ST09,SKU00311,15,34438.2,2295.88,0
2025-01-25,ST10,SKU00312,20,1231.2,61.56,1
2025-01-25,ST10,SKU00313,25,21969.0,878.76,0
2025-01-26,ST01,SKU00314,12,5163.72,430.31,0
2025-01-26,ST01,SKU00315,20,3845.4,192.27,0
2025-01-26,ST02,SKU00316,8,6315.0,789.38,1
2025-01-26,ST02,SKU00317,25,7246.25,289.85,0
2025-01-26,ST03,SKU00318,15,11033.05,735.54,0
2025-01-26,ST03,SKU00319,30,2201.1,73.37,0
2025-01-26,ST04,SKU00320,12,8839.92,736.66,0
2025-01-26,ST04,SKU00321,20,3589.88,179.49,0
2025-01-26,ST05,SKU00322,25,7174.75,286.99,0
2025-01-26,ST05,SKU00323,8,3249.84,406.23,0
2025-01-26,ST06,SKU00324,30,8086.1,269.54,1
2025-01-26,ST06,SKU00325,12,1894.5,157.88,0
2025-01-26,ST07,SKU00326,15,6315.0,421.0,0
2025-01-26,ST07,SKU00327,20,2682.58,134.13,0
2025-01-26,ST08,SKU00328,25,3412.95,136.52,0
2025-01-26,ST08,SKU00329,8,376.07,47.01,0
2025-01-26,ST09,SKU00330,30,4025.8,134.19,0
2025-01-26,ST09,SKU00331,12,4504.35,375.36,0
2025-01-26,ST10,SKU00332,15,4472.55,298.17,0
2025-01-27,ST01,SKU00333,20,33401.0,1670.05,0
2025-01-27,ST01,SKU00334,25,61.52,2.46,1
2025-01-27,ST02,SKU00335,8,1477.45,184.68,0
2025-01-27,ST02,SKU00336,30,8049.3,268.31,0
2025-01-27,ST03,SKU00337,12,1128.24,94.02,0
2025-01-27,ST03,SKU00338,15,3760.7,250.71,0
2025-01-27,ST04,SKU00339,20,741.21,37.06,0
2025-01-27,ST04,SKU00340,25,1884.44,75.38,0
2025-01-27,ST05,SKU00341,8,4377.83,547.23,0
2025-01-27,ST05,SKU00342,30,10855.2,361.84,1
2025-01-27,ST06,SKU00343,12,2760.52,230.04,0
2025-01-27,ST06,SKU00344,15,25936.75,1729.12,0
2025-01-27,ST07,SKU00345,20,2300.8,115.04,0
2025-01-27,ST07,SKU00346,25,1350.03,54.0,0
2025-01-27,ST08,SKU00347,8,778.79,97.35,0
2025-01-27,ST08,SKU00348,30,5648.7,188.29,0
2025-01-27,ST09,SKU00349,12,1557.01,129.75,0
2025-01-27,ST09,SKU00350,15,1081.09,72.07,0
2025-01-27,ST10,SKU00351,20,1000.76,50.04,0
2025-01-27,ST10,SKU00352,25,5223.6,208.94,0
2025-01-28,ST01,SKU00353,30,69.57,2.32,0
2025-01-28,ST01,SKU00354,12,11087.4,923.95,1
2025-01-28,ST02,SKU00355,15,1139.65,75.98,0
2025-01-28,ST02,SKU00356,20,3351.0,167.55,0
2025-01-28,ST03,SKU00357,25,10167.75,406.71,0
2025-01-28,ST03,SKU00358,8,395.07,49.38,0
2025-01-28,ST04,SKU00359,30,165.98,5.53,0
2025-01-28,ST04,SKU00360,12,210.99,17.58,0
2025-01-28,ST05,SKU00361,15,150.12,10.01,0
2025-01-28,ST05,SKU00362,20,1778.33,88.92,0
2025-01-28,ST06,SKU00363,25,1103.75,44.15,1
2025-01-28,ST06,SKU00364,8,1769.39,220.67,0
2025-01-28,ST07,SKU00365,30,2618.33,87.28,0
2025-01-28,ST07,SKU00366,12,78.0,6.5,0
2025-01-28,ST08,SKU00367,15,197.31,13.15,0
2025-01-28,ST08,SKU00368,20,1853.07,92.65,0
2025-01-28,ST09,SKU00369,25,368.93,14.76,0
2025-01-28,ST09,SKU00370,8,680.89,85.11,0
2025-01-28,ST10,SKU00371,30,515.75,17.19,0
2025-01-28,ST10,SKU00372,12,44.47,3.71,0
2025-01-29,ST01,SKU00373,15,84.32,5.62,0
2025-01-29,ST01,SKU00374,20,1189.97,59.49,1
2025-01-29,ST02,SKU00375,25,115.0,4.6,0
2025-01-29,ST02,SKU00376,8,207.45,25.93,0
2025-01-29,ST03,SKU00377,30,209.39,6.98,0
2025-01-29,ST03,SKU00378,12,224.48,18.71,0
2025-01-29,ST04,SKU00379,15,1000.76,66.72,0
2025-01-29,ST04,SKU00380,20,293.11,14.66,0
2025-01-29,ST05,SKU00381,25,879.76,35.19,0
2025-01-29,ST05,SKU00382,8,308.55,38.57,0
2025-01-29,ST06,SKU00383,30,104.56,3.49,1
2025-01-29,ST06,SKU00384,12,190.85,15.9,0
2025-01-29,ST07,SKU00385,15,306.25,20.42,0
2025-01-29,ST07,SKU00386,20,215.32,10.77,0
2025-01-29,ST08,SKU00387,25,632.96,25.32,0
2025-01-29,ST08,SKU00388,8,63.62,7.95,0
2025-01-29,ST09,SKU00389,30,644.49,21.48,0
2025-01-29,ST09,SKU00390,12,437.62,36.47,0
2025-01-29,ST10,SKU00391,15,1207.83,80.52,0
2025-01-29,ST10,SKU00392,20,495.32,24.77,0
2025-01-30,ST01,SKU00393,25,88.75,3.55,0
2025-01-30,ST01,SKU00394,8,102.95,12.87,1
2025-01-30,ST02,SKU00395,30,1103.12,36.77,0
2025-01-30,ST02,SKU00396,12,394.96,32.91,0
2025-01-30,ST03,SKU00397,15,120.96,8.06,0
2025-01-30,ST03,SKU00398,20,5223.6,261.18,0
2025-01-30,ST04,SKU00399,25,4993.6,199.74,0
2025-01-30,ST04,SKU00400,8,1799.17,224.9,0
2025-01-30,ST05,SKU00401,30,1129.62,37.65,0
2025-01-30,ST05,SKU00402,12,723.68,60.31,0
2025-01-30,ST06,SKU00403,15,878.1,58.54,1
2025-01-30,ST06,SKU00404,20,230.08,11.5,0
2025-01-30,ST07,SKU00405,25,125.94,5.04,0
2025-01-30,ST07,SKU00406,8,373.11,46.64,0
2025-01-30,ST08,SKU00407,30,2769.83,92.33,0
2025-01-30,ST08,SKU00408,12,1499.98,124.17,0
2025-01-30,ST09,SKU00409,15,1557.01,103.8,0
2025-01-30,ST09,SKU00410,20,1081.09,54.05,0
2025-01-30,ST10,SKU00411,25,239.07,9.56,0
2025-01-30,ST10,SKU00412,8,627.15,78.39,0
2025-01-31,ST01,SKU00413,30,173.64,5.79,0
2025-01-31,ST01,SKU00414,12,47.09,3.92,1
2025-01-31,ST02,SKU00415,15,1769.39,117.96,0
2025-01-31,ST02,SKU00416,20,75.12,3.76,0
2025-01-31,ST03,SKU00417,25,40.43,1.62,0
2025-01-31,ST03,SKU00418,8,55.14,6.89,0
2025-01-31,ST04,SKU00419,30,509.64,16.99,0
2025-01-31,ST04,SKU00420,12,438.73,36.56,0
2025-01-31,ST05,SKU00421,15,52.21,3.48,0
2025-01-31,ST05,SKU00422,20,276.63,13.83,0
2025-01-31,ST06,SKU00423,25,109.08,4.36,1
2025-01-31,ST06,SKU00424,8,389.99,48.75,0
2025-01-31,ST07,SKU00425,30,209.07,6.97,0
2025-01-31,ST07,SKU00426,12,605.61,50.47,0
2025-01-31,ST08,SKU00427,15,290.82,19.39,0
2025-01-31,ST08,SKU00428,20,754.79,37.74,0
2025-01-31,ST09,SKU00429,25,582.88,23.32,0
2025-01-31,ST09,SKU00430,8,146.59,18.32,0
2025-01-31,ST10,SKU00431,30,123.61,4.12,0
2025-01-31,ST10,SKU00432,12,1977.65,164.8,0
2025-02-01,ST01,SKU00433,15,147.9,9.86,0
2025-02-01,ST01,SKU00434,20,206.78,10.34,1
2025-02-01,ST02,SKU00435,25,384.45,15.38,0
2025-02-01,ST02,SKU00436,8,605.61,75.7,0
2025-02-01,ST03,SKU00437,30,146.23,4.87,0
2025-02-01,ST03,SKU00438,12,90.72,7.56,0
2025-02-01,ST04,SKU00439,15,786.51,52.43,0
2025-02-01,ST04,SKU00440,20,398.41,19.92,0
2025-02-01,ST05,SKU00441,25,2730.45,109.22,0
2025-02-01,ST05,SKU00442,8,1105.86,138.23,0
2025-02-01,ST06,SKU00443,30,89.0,2.97,1
2025-02-01,ST06,SKU00444,12,165.41,13.78,0
2025-02-01,ST07,SKU00445,15,87.15,5.81,0
2025-02-01,ST07,SKU00446,20,2586.83,129.34,0
2025-02-01,ST08,SKU00447,25,198.19,7.93,0
2025-02-01,ST08,SKU00448,8,1318.48,164.81,0
2025-02-01,ST09,SKU00449,30,1254.12,41.8,0
2025-02-01,ST09,SKU00450,12,828.83,69.07,0
2025-02-01,ST10,SKU00451,15,1079.22,71.95,0
2025-02-01,ST10,SKU00452,20,367.58,18.38,0
2025-02-02,ST01,SKU00453,25,1823.85,72.95,0
2025-02-02,ST01,SKU00454,8,382.55,47.82,1
2025-02-02,ST02,SKU00455,30,79.58,2.65,0
2025-02-02,ST02,SKU00456,12,1343.21,111.93,0
2025-02-02,ST03,SKU00457,15,291.76,19.45,0
2025-02-02,ST03,SKU00458,20,265.45,13.27,0
2025-02-02,ST04,SKU00459,25,452.69,18.11,0
2025-02-02,ST04,SKU00460,8,147.1,18.39,0
2025-02-02,ST05,SKU00461,30,1558.84,51.96,0
2025-02-02,ST05,SKU00462,12,695.12,57.93,0
2025-02-02,ST06,SKU00463,15,241.55,16.1,1
2025-02-02,ST06,SKU00464,20,1727.58,86.38,0
2025-02-02,ST07,SKU00465,25,443.86,17.75,0
2025-02-02,ST07,SKU00466,8,1563.0,195.38,0
